anger_49_sam_0368|i just do appreciate it without being able to express my feelings
anger_50_sam_0402|curly rushed her antagonist who struck again and leaped aside
anger_51_sam_0113|i suppose you picked that lingo up among the indians
anger_52_sam_0230|do you know any good land around here
anger_53_sam_0025|i was about to do this when cooler judgment prevailed
anger_54_sam_0301|but all my dreams violated this law
anger_55_sam_0307|very early in my life i separated from my mother
anger_56_sam_0077|it is the fire partly she said
anger_57_sam_0447|ah it is growing dark and darker
anger_58_sam_0490|both johnny and his mother shuffled their feet as they walked
anger_59_sam_0371|it issued a rate of forty two dollars a car on charcoal
anger_60_sam_0391|but he reconciled himself to it by an act of faith
anger_61_sam_0138|in the picture he saw each moment a greater resemblance to jeanne
anger_62_sam_0265|the discovery seemed to have been made on the spur of the moment
anger_63_sam_0356|you dont catch me at any such foolishness
anger_64_sam_0043|it seemed nearer to him since he had seen and talked with gregson
anger_65_sam_0124|it was jeanne singing softly over beyond the rocks
anger_66_sam_0018|there was a change now
anger_67_sam_0417|it is also an insidious deceitful sun
anger_68_sam_0102|he will follow us soon
anger_69_sam_0327|they were less stooped than we less springy in their movements
anger_70_sam_0097|then you can arrange yourself comfortably among these robes in the bow
anger_71_sam_0302|it is very plausible to such people a most convincing hypothesis
anger_72_sam_0383|to his surprise her answer was flat and uncompromising
anger_73_sam_0027|to my surprise he began to show actual enthusiasm in my favor
anger_74_sam_0404|perrault found one with head buried in the grub box
anger_75_sam_0157|he had worshiped her as dante might have worshiped beatrice
anger_76_sam_0017|from that moment his friendship for belize turns to hatred and jealousy
anger_77_sam_0194|he drank of the water cautiously
anger_78_sam_0205|from now on were pals
anger_79_sam_0348|they only lifted seven hundred and fifty
anger_80_sam_0085|a trickle of fresh blood ran over his face
anger_81_sam_0110|much replied jeanne as tersely
anger_82_sam_0146|of course that is uninteresting she continued
anger_83_sam_0329|ah indeed
anger_84_sam_0137|then he stepped back with a low cry of pleasure
anger_85_sam_0152|philip thrust himself against it and entered
anger_86_sam_0103|but there came no promise from the bow of the canoe
anger_87_sam_0481|nimrod replied with a slight manifestation of sensitiveness
anger_88_sam_0168|low bush whipped him in the face and left no sting
anger_89_sam_0073|the promoters eyes were heavy with little puffy bags under them
anger_90_sam_0297|theres a big english general right now whose name is roberts
anger_91_sam_0057|i have no idea replied philip
anger_92_sam_0291|the weeks had gone by and no overt acts had been attempted
anger_93_sam_0132|a cry of joy burst from philips lips
anger_94_sam_0060|anyway no one saw her like that
anger_95_sam_0495|he bore no grudges and had few enemies
anger_96_sam_0504|he was an athlete and a giant
anger_97_sam_0322|this is a common experience with all of us
anger_98_sam_0316|we had been chased by them ourselves more than once
anger_99_sam_0134|he obeyed the pressure of her hand
anger_100_sam_0287|keep an eye on him
anger_101_sam_0028|robbery bribery fraud 
anger_102_sam_0441|violent life and athletic sports had never appealed to me
anger_103_sam_0370|he saw all men in the business game doing this
anger_104_sam_0099|a maddening joy pounded in his brain
anger_105_sam_0430|nevertheless we found ourselves once more in the high seat of abundance
anger_106_sam_0363|it is not an attempt to smash the market
anger_107_sam_0423|mcveigh when he returns from a trip to honolulu
anger_108_sam_0136|about him everywhere were the evidences of luxury and of age
anger_109_sam_0026|it occurred to me that there would have to be an accounting
anger_110_sam_0294|he had been foiled in his attempt to escape
anger_111_sam_0011|if i ever needed a fighter in my life i need one now
anger_112_sam_0244|he was the soul of devotion to his employers
anger_113_sam_0321|the log on which lopear was lying got adrift
anger_114_sam_0054|there was nothing on the rock
anger_115_sam_0221|i dont know why youre here at all
anger_116_sam_0425|otherwise no restriction is put upon their seafaring
anger_117_sam_0196|he began to follow the footprints of the dog
anger_118_sam_0050|in spite of their absurdity the words affected philip curiously
anger_119_sam_0202|she turned fearing that jacques might see what was in her face
anger_120_sam_0037|i was the only one who remained sitting
anger_121_sam_0304|i graduated last of my class
anger_122_sam_0487|the river bared its bosom and snorting steamboats challenged the wilderness
anger_123_sam_0413|but i am at the end of my resources
anger_124_sam_0061|philip snatched at the letter which gregson held out to him
anger_125_sam_0047|close beside him gleamed the white fangs of the wolfdog
anger_126_sam_0156|a strange fire burned in his eyes when thorpe turned
anger_127_sam_0243|i only read the quotations
anger_128_sam_0292|here in the midmorning the first casualty occurred
anger_129_sam_0067|surely i will excuse you she cried
anger_130_sam_0267|eli harding asked as shunk started to follow
anger_131_sam_0072|but who was eileens double
anger_132_sam_0263|joan looked triumphantly at sheldon who bowed
anger_133_sam_0209|it was not a large lake and almost round
anger_134_sam_0233|i never allow what cant be changed to annoy me
anger_135_sam_0439|at sea wednesday march 18 1908
anger_136_sam_0079|it was a large canoe
anger_137_sam_0195|but a strange thing happened
anger_138_sam_0284|there was no forecasting this strange girls processes
anger_139_sam_0177|she had been thoroughly and efficiently mauled
anger_140_sam_0325|whizzipbang lopear screamed with sudden anguish
anger_141_sam_0384|the farmer works the soil and produces grain
anger_142_sam_0380|but in the canyons water was plentiful and also a luxuriant forest growth
anger_143_sam_0270|and after the bath a shave would not be bad
anger_144_sam_0223|my im almost homesick for it already
anger_145_sam_0428|it was not exactly a deportation
anger_146_sam_0198|sometimes her dreams were filled with visions
anger_147_sam_0330|redeye never committed a more outrageous deed
anger_148_sam_0286|give them their choice between a fine or an official whipping
anger_149_sam_0038|well have to watch our chances
anger_150_sam_0105|only it is so wonderful so almost impossible to believe
anger_151_sam_0275|there are no kiddies and half grown youths among them
anger_152_sam_0108|he waded into the edge of the water and began scrubbing himself
anger_153_sam_0188|two gigantic owls were tearing at the carcass
anger_154_sam_0008|gad your letter came just in time
anger_155_sam_0212|fresh cases still able to walk they clustered about the spokesman
anger_156_sam_0435|what do you mean by this outrageous conduct
anger_157_sam_0096|perhaps she had already met her fate a little deeper in the forest
anger_158_sam_0071|what was the object of your little sensation
anger_159_sam_0296|bassett was a fastidious man
anger_160_sam_0083|a shadow was creeping over pierres eyes
anger_161_sam_0192|he did not rush in
anger_162_sam_0081|what if she did not come to the rock
anger_163_sam_0088|he made sure that the magazine was loaded and resumed his paddling
anger_164_sam_0400|manuel had one besetting sin
anger_165_sam_0416|the added weight had a velocity of fifteen miles per hour
anger_166_sam_0422|halfway around the track one donkey got into an argument with its rider
anger_167_sam_0401|the man smiled grimly and brought a hatchet and a club
anger_168_sam_0373|points of view new ideas life
anger_169_sam_0376|your price my son is just about thirty per week
anger_170_sam_0341|why doggone you all shake again
anger_171_sam_0283|the woman in you is only incidental accidental and irrelevant
anger_172_sam_0203|they were following the shore of a lake
anger_173_sam_0409|he could feel a new stir in the land
anger_174_sam_0353|here the explosion of mirth drowned him out
anger_175_sam_0185|the questions may have come vaguely in his mind
anger_176_sam_0352|im sure going along with you all elijah
anger_177_sam_0375|the butchers and meat cutters refused to handle meat destined for unfair restaurants
anger_178_sam_0254|straight out they swam their heads growing smaller and smaller
anger_179_sam_0488|their love burned with increasing brightness
anger_180_sam_0276|oolong atoll was one hundred and forty miles in circumference
anger_181_sam_0485|each insult added to the value of the claim
anger_182_sam_0036|she turned in at the hotel
anger_183_sam_0387|bob growing disgusted turned back suddenly and attempted to pass mab
anger_184_sam_0218|the ringing of the big bell aroused him
anger_185_sam_0389|mab she said
anger_186_sam_0123|she had died from cold and starvation
anger_187_sam_0167|i was near the cabin and saw you
anger_188_sam_0397|call me that again he murmured ecstatically
anger_189_sam_0133|philip began to feel that he had foolishly overestimated his strength
anger_190_sam_0257|they are coming ashore whoever they are
anger_191_sam_0394|its the strap hangers thatll keep us from going under
anger_192_sam_0059|his immaculate appearance was gone
anger_193_sam_0377|this sound did not disturb the hush and awe of the place
anger_194_sam_0426|they do not know the length of time of incubation
anger_195_sam_0366|a wildly exciting time was his during the week preceding thursday the eighteenth
anger_196_sam_0095|a big canvas tent was the first thing to come within his vision
anger_197_sam_0388|it was my idea to a tee
anger_198_sam_0357|a month passed by and bonanza creek remained quiet
anger_199_sam_0479|i tried to read george moore last night and was dreadfully bored
anger_200_sam_0362|nope not the slightest idea
anger_201_sam_0033|he unfolded a long typewritten letter and handed it to gregson
anger_202_sam_0264|and i hope youve got plenty of chain out captain young
anger_203_sam_0042|how could he explain his possession of the sketch
anger_204_sam_0144|but there was something even more startling than this resemblance
anger_205_sam_0332|unconsciously our yells and exclamations yielded to this rhythm
anger_206_sam_0491|and as in denial of guilt the onelegged boy replied
anger_207_sam_0176|for the first time in his life he was yearning for a scrap
anger_208_sam_0179|tomorrow im going after that bear he said
anger_209_sam_0211|it drowned all sound that brute agony and death may have made
anger_210_sam_0171|and when you come back in a few days bring eileen
anger_211_sam_0193|it was edged with ice
anger_212_sam_0207|how much was it
anger_213_sam_0268|now go ahead and tell me in a straightforward way what has happened
anger_214_sam_0440|yes sir i corrected
anger_215_sam_0386|i cant argue with you and you know that
anger_216_sam_0121|they ate dinner at the fifth and rested for two hours
anger_217_sam_0068|in a flash philip followed its direction
anger_218_sam_0480|tom spink has a harpoon
anger_219_sam_0418|the portuguese boy crawled nearer and nearer
anger_220_sam_0448|i was hump cabin boy on the schooner ghost
anger_221_sam_0182|this time he did not yap for mercy
anger_222_sam_0104|she was sleeping under his protection as sweetly as a child
anger_223_sam_0335|redeye swung back and forth on the branch farther down
anger_224_sam_0242|i saw it when she rolled
anger_225_sam_0424|obviously it was a disease that could be contracted by contact
anger_226_sam_0172|gregson had left the outer door slightly ajar
anger_227_sam_0318|production is doubling and quadrupling upon itself
anger_228_sam_0343|you mean for this state general alberta
anger_229_sam_0145|i have to be careful of them as they tear very easily
anger_230_sam_0231|the resident commissioner is away in australia
anger_231_sam_0117|she added with genuine sympathy in her face and voice
anger_232_sam_0163|philip made no effort to follow
anger_233_sam_0184|dont you see im chewing this thing in two
anger_234_sam_0114|her words sent a strange chill through philip
anger_235_sam_0150|goodbye pierre he shouted
anger_236_sam_0258|soaked in seawater they offset the heat rays
anger_237_sam_0415|it lasted as a deterrent for two days
anger_238_sam_0317|he was a wise hyena
anger_239_sam_0154|he was smoothshaven and his hair and eyes were black
anger_240_sam_0310|massage under tension was the cryptic reply
anger_241_sam_0245|out of his eighteen hundred he laid aside sixteen hundred each year
anger_242_sam_0129|her face was against his breast
anger_243_sam_0220|a dead man is of no use on a plantation
anger_244_sam_0306|he was pressing beyond the limits of his vocabulary
anger_245_sam_0046|the girl faced him her eyes shining with sudden fear
anger_246_sam_0351|it was more like sugar
anger_247_sam_0022|hardly were our plans made public before we were met by powerful opposition
anger_248_sam_0280|ill be out of my head in fifteen minutes
anger_249_sam_0173|the date was nearly eighteen years old
anger_250_sam_0405|it seemed the ordained order of things that dogs should work
anger_251_sam_0084|scarcely had he uttered the name when pierres closing eyes shot open
anger_252_sam_0262|they wouldnt be sweeping a big vessel like the martha
anger_253_sam_0009|he turned sharply and faced gregson across the table
anger_254_sam_0035|he stopped and philip nodded at the horrified question in his eyes
anger_255_sam_0393|already he had begun borrowing from the banks
anger_256_sam_0326|cherokee identified himself with his instinct
anger_257_sam_0053|suddenly his fingers closed tightly over the handkerchief
anger_258_sam_0241|i think its much nicer to quarrel
anger_259_sam_0247|they ought to pass here some time today
anger_260_sam_0273|they are big trees and require plenty of room
anger_261_sam_0049|gregson was asleep when he reentered the cabin
anger_262_sam_0197|such a dog the wise driver kills or turns loose
anger_263_sam_0497|king took every advantage he knew
anger_264_sam_0112|he was wounded in the arm
anger_265_sam_0408|the eldorado emptied its occupants into the street to see the test
anger_266_sam_0100|you must sleep he urged
anger_267_sam_0051|the lace was of a delicate ivory color faintly tinted with yellow
anger_268_sam_0501|youre joking me sir the other managed to articulate
anger_269_sam_0251|i may manage to freight a cargo back as well
anger_270_sam_0385|thats what carnegie did
anger_271_sam_0222|what part of the united states is your home
anger_272_sam_0024|it was my reports from the north which chiefly induced people to buy
anger_273_sam_0030|i had faith in them
anger_274_sam_0063|yes it was a man who asked a stranger
anger_275_sam_0183|and the air was growing chilly
anger_276_sam_0498|the lines were now very taut
anger_277_sam_0277|mccoy found a stifling poisonous atmosphere in the pent cabin
anger_278_sam_0169|suddenly jeanne stopped for an instant
anger_279_sam_0354|fresh meat they failed to obtain
anger_280_sam_0227|it was the same way with our revolvers and rifles
anger_281_sam_0080|what if jeanne failed him
anger_282_sam_0502|anything unusual or abnormal was sufficient to send a fellow to molokai
anger_283_sam_0235|his voice was passionately rebellious
anger_284_sam_0290|one by one the boys were captured
anger_285_sam_0396|a rising tide of fat had submerged them
anger_286_sam_0358|they continued valiantly to lie but the truth continued to outrun them
anger_287_sam_0431|wada and nakata were in a bit of a funk
anger_288_sam_0118|pierre obeys me when we are together
anger_289_sam_0186|like a flash he launched himself into the feathered mass of the owl
anger_290_sam_0355|a burst of laughter was his reward
anger_291_sam_0224|she nodded and her eyes grew soft and moist
anger_292_sam_0272|you can take a vacation on pay
anger_293_sam_0437|by that answer my professional medical prestige stood or fell
anger_294_sam_0089|the nightglow was treacherous to shoot by
anger_295_sam_0295|and twenty men could hold it with spears and arrows
anger_296_sam_0278|it would give me nervous prostration
anger_297_sam_0075|there has been a change she interrupted him
anger_298_sam_0274|and raoul listened again to the tale of the house
anger_299_sam_0135|i am going to surprise father and you will go with pierre
anger_300_sam_0379|how old are you daddy
anger_301_sam_0069|it was his intention to return to eileen and her father
anger_302_sam_0076|the gray eyes faltered the flush deepened
anger_303_sam_0170|there was none of the joy of meeting in his face
anger_304_sam_0064|the fourth and fifth days passed without any developments
anger_305_sam_0056|pearces little eyes were fixed on him shrewdly
anger_306_sam_0023|a combination of canadian capital quickly organized and petitioned for the same privileges
anger_307_sam_0164|he came first a year ago and revealed himself to jeanne
anger_308_sam_0372|he saw only the effect in a general sketchy way
anger_309_sam_0181|so cheer up and give us your paw
anger_310_sam_0074|and now down there eileen was waiting for him
anger_311_sam_0411|it will break our hearts and our backs to hoist anchor by hand
anger_312_sam_0122|two years ago i gave up civilization for this
anger_313_sam_0126|each day she became a more vital part of him
anger_314_sam_0312|it lived in perpetual apprehension of that quarter of the compass
anger_315_sam_0151|and macdougall was beyond the trail with three weeks to spare
anger_316_sam_0161|take away their foreman and they wouldnt be worth their grub
anger_317_sam_0390|ill go over tomorrow afternoon
anger_318_sam_0031|they were three hundred yards apart
anger_319_sam_0066|he saw jeanne falter for a moment
anger_320_sam_0482|and their chief virtue lies in that they will never wear out
anger_321_sam_0350|is that pat hanrahans mug looking hungry and willing
anger_322_sam_0201|he cried and swung the club wildly
anger_323_sam_0147|a moment before he was intoxicated by a joy that was almost madness
anger_324_sam_0045|he moved away as quietly as he had come
anger_325_sam_0314|thus was momentum gained in the younger world
anger_326_sam_0127|it was a temptation but he resisted it
anger_327_sam_0228|but it contributed to the smash
anger_328_sam_0013|he was a head shorter than his companion of almost delicate physique
anger_329_sam_0412|there is another virtue in these bulkheads
anger_330_sam_0323|he considered the victory already his and stepped forward to the meat
anger_331_sam_0364|we have plenty of capital ourselves and yet we want more
anger_332_sam_0320|with my strength i slammed it full into redeyes face
anger_333_sam_0438|at sea monday march 16 1908
anger_334_sam_0005|will we ever forget it
anger_335_sam_0484|nosiree
anger_336_sam_0020|clubs and balls and cities grew to be only memories
anger_337_sam_0299|i tell you i am disgusted with this adventure tomfoolery and rot
anger_338_sam_0337|encouraged by my conduct bigface became a sudden ally
anger_339_sam_0216|the other felt a sudden wave of irritation rush through him
anger_340_sam_0143|ah i had forgotten he exclaimed
anger_341_sam_0160|you want to go over and see his gang throw dirt
anger_342_sam_0261|i have been doubly baptized
anger_343_sam_0410|so we have to fit the boat throughout with oil lamps as well
anger_344_sam_0403|his newborn cunning gave him poise and control
anger_345_sam_0238|it happened to him at the gallina society in oakland one afternoon
anger_346_sam_0395|as for himself werent the street railway earnings increasing steadily
anger_347_sam_0313|brokentooth yelled with fright and pain
anger_348_sam_0229|the last one i knew was an overseer
anger_349_sam_0392|there is that magnificent bob eating his head off in the stable
anger_350_sam_0445|the creative joy i murmured
anger_351_sam_0119|jeanne was turning the bow shoreward
anger_352_sam_0215|they die out of spite
anger_353_sam_0300|from my earliest recollection my sleep was a period of terror
anger_354_sam_0381|my names ferguson
anger_355_sam_0444|then you dont believe in altruism
anger_356_sam_0070|he would first hunt up gregson and begin his work there
anger_357_sam_0148|now these things had been struck dead within him
anger_358_sam_0178|every bone in her aged body seemed broken or dislocated
anger_359_sam_0360|but he no longer cared quite so much for that form of diversion
anger_360_sam_0101|you you would not keep the truth from me
anger_361_sam_0414|now our figuring was all right
anger_362_sam_0141|it seems like a strange pointing of the hand of god
anger_363_sam_0040|i suppose you wonder why she is coming up here
anger_364_sam_0359|earth and gravel seemed to fill the pan
anger_365_sam_0281|i do not blame you for anything remember that
anger_366_sam_0255|you wont die of malnutrition be sure of that
anger_367_sam_0217|oppressive as the heat had been it was now even more oppressive
anger_368_sam_0419|the portuguese boy passed the hawaiian
anger_369_sam_0285|but what they want with your toothbrush is more than i can imagine
anger_370_sam_0213|between him and the beach was the canegrass fence of the compound
anger_371_sam_0210|its diameter was not more than two hundred yards
anger_372_sam_0443|he was worth nothing to the world
anger_373_sam_0236|dont you see i hate you
anger_374_sam_0052|it was a curious coincidence
anger_375_sam_0334|hell knock you off a few sticks in no time
anger_376_sam_0199|thus had the raw wilderness prepared him for this day
anger_377_sam_0034|men of seldens stamp dont stop at women and children
anger_378_sam_0092|he went down in midstream searching the shadows of both shores
anger_379_sam_0429|quick was the disappointment in his face yet smiling was the acquiescence
anger_380_sam_0442|you live on an income which your father earned
anger_381_sam_0191|for a time the exciting thrill of his adventure was gone
anger_382_sam_0305|they had no fixed values to be altered by adjectives and adverbs
anger_383_sam_0019|i followed the line of the proposed railroad looking for chances
anger_384_sam_0250|he had observed the business life of hawaii and developed a vaulting ambition
anger_385_sam_0240|wash your hands of me
anger_386_sam_0128|this one hope was destroyed as quickly as it was born
anger_387_sam_0303|but they make the mistake of ignoring their own duality
anger_388_sam_0433|to her the bridge was tambo which is the native for taboo
anger_389_sam_0248|i had been sad too long already
anger_390_sam_0328|the fire people like ourselves lived in caves
anger_391_sam_0234|why the average review is more nauseating than cod liver oil
anger_392_sam_0369|in partnership with daylight the pair raided the san jose interurban
anger_393_sam_0308|his infernal chattering worries me even now as i think of it
anger_394_sam_0346|get down and dig in
anger_395_sam_0082|his face was streaming with blood
anger_396_sam_0094|he had barely entered this when he saw the glow of a fire
anger_397_sam_0374|but lifes worth more than cash she argued
anger_398_sam_0010|im playing a single hand in what looks like a losing game
anger_399_sam_0029|their forces were already moving into the north country
anger_400_sam_0446|he deluged me overwhelmed me with argument
anger_401_sam_0489|they were artists not biologists
anger_402_sam_0174|they were the presage of storm
anger_403_sam_0125|he was determined now to maintain a more certain hold upon himself
anger_404_sam_0282|if you mean to insinuate  brentwood began hotly
anger_405_sam_0421|by golly the boy wins
anger_406_sam_0208|youth had come back to her freed from the yoke of oppression
anger_407_sam_0365|these rumors may even originate with us
anger_408_sam_0420|when i came to i was waving my hat and murmuring ecstatically
anger_409_sam_0041|meanwhile ill go out to breathe a spell
anger_410_sam_0378|thats why its boundaries are all gouged and jagged
anger_411_sam_0324|it was not redeyes way to forego revenge so easily
anger_412_sam_0090|the singing voice approached rapidly
anger_413_sam_0106|the emotion which she had suppressed burst forth now in a choking sob
anger_414_sam_0237|so hughie and i did the managing ourselves
anger_415_sam_0344|he seemed to fill it with his tremendous vitality
anger_416_sam_0434|a half a case of tobacco was worth three pounds
anger_417_sam_0159|they look as though he had been drumming a piano all his life
anger_418_sam_0347|they are greatly delighted with anything that is bright or giveth a sound
anger_419_sam_0109|do you know that you are shaking my confidence in you
anger_420_sam_0345|she was trying to pass the apron string around him
anger_421_sam_0116|was it the rendezvous of those who were striving to work his ruin
anger_422_sam_0500|who the devil gave it to you to be judge and jury
anger_423_sam_0166|two days ago jeanne learned where her fathers men were hiding
anger_424_sam_0333|this is no place for you
anger_425_sam_0086|death had come with terrible suddenness
anger_426_sam_0131|providence had delivered him through the maelstrom
anger_427_sam_0315|saxon waited for she knew a fresh idea had struck billy
anger_428_sam_0271|now please give a plain statement of what occurred
anger_429_sam_0246|you have heard always how he was the lover of the princess naomi
anger_430_sam_0003|for the twentieth time that evening the two men shook hands
anger_431_sam_0058|i came for information more out of curiosity than anything else
anger_432_sam_0336|so unexpected was my charge that i knocked him off his feet
anger_433_sam_0436|but martin smiled a superior smile
anger_434_sam_0382|daylight found himself charmed and made curious by the little man
anger_435_sam_0162|thats the subforeman explained thorpe
anger_436_sam_0406|and that was the last of francois and perrault
anger_437_sam_0200|he leapt again and the club caught him once more
anger_438_sam_0004|lord but im glad to see you again phil
anger_439_sam_0311|therefore hurrah for the game
anger_440_sam_0219|at first he puzzled over something untoward he was sure had happened
anger_441_sam_0130|she was his now forever
anger_442_sam_0165|they are to attack your camp tomorrow night
anger_443_sam_0226|that came before my a b cs
anger_444_sam_0239|he cried in such genuine dismay that she broke into hearty laughter
anger_445_sam_0002|not at this particular case tom apologized whittemore
anger_446_sam_0298|this tacit promise of continued acquaintance gave saxon a little joythrill
anger_447_sam_0091|his blood grew hot with rage at the thought
anger_448_sam_0120|my right foot feels like that of a chinese debutante
anger_449_sam_0503|his beady black eyes saw bargains where other men saw bankruptcy
anger_450_sam_0107|if you only could know how i thank you
anger_451_sam_0477|wada louis and the steward are servants of asiatic breed
anger_452_sam_0260|nobody knew his history they of the junta least of all
anger_453_sam_0288|those are my oysters he said at last
anger_454_sam_0087|philip bent lower and stared into the face of the dead man
anger_455_sam_0153|macdougall tapped his forehead suspiciously with a stubby forefinger
anger_456_sam_0279|she said with chattering teeth
anger_457_sam_0048|he looked at the handkerchief more closely
anger_458_sam_0256|see the length of the body and that elongated neck
anger_459_sam_0149|for an instant he saw pierre drawn like a silhouette against the sky
anger_460_sam_0232|i cannot follow you she said
anger_461_sam_0115|he had no excuse for the feelings which were aroused in him
anger_462_sam_0399|and heres another idea
anger_463_sam_0111|instead he joined her and they ate like two hungry children
anger_464_sam_0044|her own betrayal of herself was like tonic to philip
anger_465_sam_0309|white leghorns said mrs mortimer
anger_466_sam_0361|but he did not broach it preferring to mature it carefully
anger_467_sam_0367|there is not an iota of truth in it certainly not
anger_468_bea_0093|for a full minute he crouched and listened
anger_469_bea_0098|shall i carry you
anger_470_bea_0039|the ship should be in within a week or ten days
anger_471_bea_0140|accept a fathers blessing and with it this
anger_472_bea_0001|author of the danger trail philip steels etc
anger_473_bea_0014|now youre coming down to business phil he exclaimed
anger_474_bea_0144|but there was something even more startling than this resemblance
anger_475_bea_0293|they were deep in the primeval forest
anger_476_bea_0266|they handled two men already both grubthieves
anger_477_bea_0214|besides he was paid one case of tobacco per head
anger_478_bea_0012|gregson shoved back his chair and rose to his feet
anger_479_bea_0319|and the edinburgh evening news says with editorial gloom
anger_481_bea_0065|they closed now until his fingers were like cords of steel
anger_482_bea_0078|then and at supper he tried to fathom her
anger_483_bea_0016|theres fort churchill a rifleshot beyond the ridge asleep
anger_484_bea_0244|he was the soul of devotion to his employers
anger_485_bea_0015|its the aurora borealis
anger_487_bea_0204|the wolfdog thrust his gaunt muzzle toward him
anger_488_bea_0289|they are not regular oyster pirates nicholas continued
anger_489_bea_0253|he it was that lived to found the family of the patino
anger_490_bea_0331|poor little crookedleg was terribly scared
anger_492_bea_0021|it fairly clubbed me into recognizing it
anger_493_bea_0006|god bless em i hope ill go on seeing them forever
anger_494_bea_0259|think of investing in such an adventure
anger_495_bea_0032|since then some mysterious force has been fighting us at every step
anger_496_bea_0226|that came before my a b cs
anger_497_bea_0269|thats where they cut off the scottish chiefs and killed all hands
anger_498_bea_0139|he told himself that as he washed himself and groomed his disheveled clothes
anger_499_bea_0055|philip stood undecided his ears strained to catch the slightest sound
anger_500_bea_0062|the men stared into each others face
anger_501_bea_0113|i suppose you picked that lingo up among the indians
anger_502_bea_0025|i was about to do this when cooler judgment prevailed
anger_503_bea_0301|but all my dreams violated this law
anger_504_bea_0307|very early in my life i separated from my mother
anger_505_bea_0077|it is the fire partly she said
anger_506_bea_0138|in the picture he saw each moment a greater resemblance to jeanne
anger_507_bea_0265|the discovery seemed to have been made on the spur of the moment
anger_508_bea_0043|it seemed nearer to him since he had seen and talked with gregson
anger_509_bea_0124|it was jeanne singing softly over beyond the rocks
anger_510_bea_0018|there was a change now
anger_511_bea_0327|they were less stooped than we less springy in their movements
anger_512_bea_0097|then you can arrange yourself comfortably among these robes in the bow
anger_513_bea_0302|it is very plausible to such people a most convincing hypothesis
anger_514_bea_0027|to my surprise he began to show actual enthusiasm in my favor
anger_515_bea_0017|from that moment his friendship for belize turns to hatred and jealousy
anger_516_bea_0237|so hughie and i did the managing ourselves
anger_517_bea_0248|i had been sad too long already
anger_518_bea_0205|from now on were pals
anger_519_bea_0085|a trickle of fresh blood ran over his face
anger_520_bea_0110|much replied jeanne as tersely
anger_521_bea_0329|ah indeed
anger_522_bea_0236|dont you see i hate you
anger_523_bea_0137|then he stepped back with a low cry of pleasure
anger_524_bea_0103|but there came no promise from the bow of the canoe
anger_525_bea_0141|it seems like a strange pointing of the hand of god
anger_526_bea_0073|the promoters eyes were heavy with little puffy bags under them
anger_527_bea_0297|theres a big english general right now whose name is roberts
anger_528_bea_0057|i have no idea replied philip
anger_529_bea_0291|the weeks had gone by and no overt acts had been attempted
anger_530_bea_0132|a cry of joy burst from philips lips
